gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,total_score,pass_math,pass_reading,pass_writing,pass_overall,average_score,Grade,Result
male,group D,some high school,standard,none,86,73,70,229,True,True,True,True,76.33333333333333,C,Pass
female,group E,bachelor's degree,standard,none,65,73,75,213,True,True,True,True,71.0,C,Pass
male,group D,high school,free/reduced,completed,78,77,80,235,True,True,True,True,78.33333333333333,C,Pass
male,group E,associate's degree,standard,completed,71,74,68,213,True,True,True,True,71.0,C,Pass
female,group C,associate's degree,standard,completed,67,84,81,232,True,True,True,True,77.33333333333333,C,Pass
male,group B,associate's degree,standard,none,80,76,64,220,True,True,True,True,73.33333333333333,C,Pass
female,group C,associate's degree,standard,completed,74,75,83,232,True,True,True,True,77.33333333333333,C,Pass
female,group B,associate's degree,standard,none,73,76,80,229,True,True,True,True,76.33333333333333,C,Pass
male,group C,associate's degree,standard,none,83,72,78,233,True,True,True,True,77.66666666666667,C,Pass
female,group C,high school,free/reduced,completed,67,79,84,230,True,True,True,True,76.66666666666667,C,Pass
female,group C,some college,standard,none,71,81,80,232,True,True,True,True,77.33333333333333,C,Pass
male,group C,associate's degree,standard,completed,82,75,77,234,True,True,True,True,78.0,C,Pass
male,group D,some high school,standard,completed,76,70,69,215,True,True,True,True,71.66666666666667,C,Pass
female,group B,high school,standard,completed,69,76,74,219,True,True,True,True,73.0,C,Pass
male,group D,some college,standard,none,79,73,67,219,True,True,True,True,73.0,C,Pass
female,group C,high school,standard,none,72,80,75,227,True,True,True,True,75.66666666666667,C,Pass
male,group D,high school,free/reduced,none,75,74,66,215,True,True,True,True,71.66666666666667,C,Pass
male,group E,associate's degree,standard,none,87,74,76,237,True,True,True,True,79.0,C,Pass
female,group C,some college,standard,completed,63,78,80,221,True,True,True,True,73.66666666666667,C,Pass
male,group E,some college,standard,none,84,77,71,232,True,True,True,True,77.33333333333333,C,Pass
male,group D,some high school,standard,none,74,74,72,220,True,True,True,True,73.33333333333333,C,Pass
female,group A,some high school,standard,none,71,83,77,231,True,True,True,True,77.0,C,Pass
male,group C,master's degree,free/reduced,none,79,81,71,231,True,True,True,True,77.0,C,Pass
female,group E,some college,standard,none,67,76,75,218,True,True,True,True,72.66666666666667,C,Pass
male,group D,master's degree,standard,none,73,70,75,218,True,True,True,True,72.66666666666667,C,Pass
female,group D,some college,standard,none,77,68,77,222,True,True,True,True,74.0,C,Pass
male,group E,some college,standard,none,76,67,67,210,True,True,True,True,70.0,C,Pass
female,group C,some high school,standard,completed,65,74,77,216,True,True,True,True,72.0,C,Pass
female,group B,associate's degree,standard,none,82,80,77,239,True,True,True,True,79.66666666666667,C,Pass
female,group D,master's degree,standard,completed,70,71,74,215,True,True,True,True,71.66666666666667,C,Pass
male,group E,high school,standard,none,84,73,69,226,True,True,True,True,75.33333333333333,C,Pass
male,group C,bachelor's degree,standard,completed,71,74,68,213,True,True,True,True,71.0,C,Pass
male,group C,associate's degree,standard,none,74,73,67,214,True,True,True,True,71.33333333333333,C,Pass
male,group D,associate's degree,free/reduced,none,75,66,73,214,True,True,True,True,71.33333333333333,C,Pass
female,group C,some college,standard,completed,67,81,79,227,True,True,True,True,75.66666666666667,C,Pass
female,group D,high school,standard,none,78,81,80,239,True,True,True,True,79.66666666666667,C,Pass
female,group B,associate's degree,standard,none,73,83,76,232,True,True,True,True,77.33333333333333,C,Pass
male,group A,some high school,free/reduced,none,79,82,73,234,True,True,True,True,78.0,C,Pass
female,group C,some high school,standard,completed,67,74,77,218,True,True,True,True,72.66666666666667,C,Pass
male,group B,associate's degree,standard,none,81,73,72,226,True,True,True,True,75.33333333333333,C,Pass
female,group C,some college,free/reduced,completed,64,85,85,234,True,True,True,True,78.0,C,Pass
female,group C,associate's degree,free/reduced,none,65,77,74,216,True,True,True,True,72.0,C,Pass
female,group E,some college,standard,none,71,70,76,217,True,True,True,True,72.33333333333333,C,Pass
female,group C,associate's degree,standard,completed,68,86,84,238,True,True,True,True,79.33333333333333,C,Pass
female,group D,bachelor's degree,standard,completed,71,76,83,230,True,True,True,True,76.66666666666667,C,Pass
male,group D,associate's degree,standard,none,80,68,72,220,True,True,True,True,73.33333333333333,C,Pass
male,group E,associate's degree,standard,none,76,71,67,214,True,True,True,True,71.33333333333333,C,Pass
male,group B,high school,standard,completed,73,71,68,212,True,True,True,True,70.66666666666667,C,Pass
male,group C,high school,standard,none,70,74,71,215,True,True,True,True,71.66666666666667,C,Pass
female,group A,associate's degree,free/reduced,none,65,85,76,226,True,True,True,True,75.33333333333333,C,Pass
female,group D,some college,free/reduced,completed,59,78,76,213,False,True,True,False,71.0,C,Pass
male,group E,some college,standard,none,76,71,72,219,True,True,True,True,73.0,C,Pass
female,group D,master's degree,standard,none,74,79,82,235,True,True,True,True,78.33333333333333,C,Pass
male,group C,master's degree,standard,none,79,78,77,234,True,True,True,True,78.0,C,Pass
male,group D,some college,standard,none,76,71,73,220,True,True,True,True,73.33333333333333,C,Pass
female,group E,some college,standard,completed,66,74,73,213,True,True,True,True,71.0,C,Pass
female,group D,some high school,standard,completed,66,78,78,222,True,True,True,True,74.0,C,Pass
female,group B,high school,free/reduced,completed,67,78,79,224,True,True,True,True,74.66666666666667,C,Pass
male,group B,high school,standard,completed,73,69,68,210,True,True,True,True,70.0,C,Pass
female,group C,bachelor's degree,free/reduced,completed,66,83,83,232,True,True,True,True,77.33333333333333,C,Pass
male,group E,bachelor's degree,standard,completed,85,66,71,222,True,True,True,True,74.0,C,Pass
male,group C,high school,standard,completed,75,69,68,212,True,True,True,True,70.66666666666667,C,Pass
female,group C,associate's degree,standard,none,81,77,79,237,True,True,True,True,79.0,C,Pass
male,group C,master's degree,standard,none,79,72,69,220,True,True,True,True,73.33333333333333,C,Pass
male,group C,some high school,free/reduced,none,79,76,65,220,True,True,True,True,73.33333333333333,C,Pass
female,group D,some college,standard,completed,74,75,79,228,True,True,True,True,76.0,C,Pass
female,group C,some college,standard,none,63,74,74,211,True,True,True,True,70.33333333333333,C,Pass
female,group D,some college,free/reduced,completed,63,80,80,223,True,True,True,True,74.33333333333333,C,Pass
female,group D,master's degree,free/reduced,completed,61,71,78,210,True,True,True,True,70.0,C,Pass
male,group B,some college,standard,completed,71,75,70,216,True,True,True,True,72.0,C,Pass
female,group E,high school,standard,none,74,81,71,226,True,True,True,True,75.33333333333333,C,Pass
female,group E,some high school,standard,none,77,79,80,236,True,True,True,True,78.66666666666667,C,Pass
female,group D,bachelor's degree,free/reduced,none,63,73,78,214,True,True,True,True,71.33333333333333,C,Pass
female,group D,associate's degree,standard,completed,73,75,80,228,True,True,True,True,76.0,C,Pass
female,group D,some college,standard,none,69,77,77,223,True,True,True,True,74.33333333333333,C,Pass
female,group C,associate's degree,standard,none,65,76,76,217,True,True,True,True,72.33333333333333,C,Pass
female,group E,high school,standard,none,74,76,73,223,True,True,True,True,74.33333333333333,C,Pass
female,group D,high school,standard,none,69,77,73,219,True,True,True,True,73.0,C,Pass
female,group D,some high school,standard,none,65,82,81,228,True,True,True,True,76.0,C,Pass
female,group E,some college,standard,none,76,78,80,234,True,True,True,True,78.0,C,Pass
female,group C,associate's degree,standard,none,65,77,74,216,True,True,True,True,72.0,C,Pass
female,group B,bachelor's degree,standard,completed,66,74,81,221,True,True,True,True,73.66666666666667,C,Pass
female,group B,high school,free/reduced,completed,67,80,81,228,True,True,True,True,76.0,C,Pass
male,group E,some college,standard,none,86,76,74,236,True,True,True,True,78.66666666666667,C,Pass
female,group D,associate's degree,standard,none,76,74,73,223,True,True,True,True,74.33333333333333,C,Pass
female,group B,some high school,free/reduced,none,72,81,79,232,True,True,True,True,77.33333333333333,C,Pass
female,group E,high school,standard,completed,74,79,80,233,True,True,True,True,77.66666666666667,C,Pass
female,group B,bachelor's degree,standard,completed,65,81,81,227,True,True,True,True,75.66666666666667,C,Pass
female,group D,some college,standard,completed,69,79,81,229,True,True,True,True,76.33333333333333,C,Pass
female,group A,high school,standard,completed,68,80,76,224,True,True,True,True,74.66666666666667,C,Pass
female,group B,some high school,standard,none,73,79,79,231,True,True,True,True,77.0,C,Pass
male,group C,some college,free/reduced,none,74,77,73,224,True,True,True,True,74.66666666666667,C,Pass
male,group D,associate's degree,standard,completed,81,72,77,230,True,True,True,True,76.66666666666667,C,Pass
female,group C,high school,free/reduced,none,66,76,68,210,True,True,True,True,70.0,C,Pass
female,group C,some college,standard,none,69,78,76,223,True,True,True,True,74.33333333333333,C,Pass
female,group C,associate's degree,standard,completed,65,84,84,233,True,True,True,True,77.66666666666667,C,Pass
female,group D,high school,standard,completed,69,77,78,224,True,True,True,True,74.66666666666667,C,Pass
female,group E,some college,standard,completed,73,78,76,227,True,True,True,True,75.66666666666667,C,Pass
female,group C,some high school,standard,completed,70,82,76,228,True,True,True,True,76.0,C,Pass
male,group D,associate's degree,free/reduced,none,81,75,78,234,True,True,True,True,78.0,C,Pass
female,group D,high school,standard,none,67,72,74,213,True,True,True,True,71.0,C,Pass
male,group E,some college,standard,completed,85,75,68,228,True,True,True,True,76.0,C,Pass
male,group D,associate's degree,free/reduced,none,77,78,73,228,True,True,True,True,76.0,C,Pass
female,group E,associate's degree,free/reduced,none,73,76,78,227,True,True,True,True,75.66666666666667,C,Pass
female,group C,bachelor's degree,free/reduced,completed,66,74,81,221,True,True,True,True,73.66666666666667,C,Pass
female,group D,associate's degree,standard,none,77,77,73,227,True,True,True,True,75.66666666666667,C,Pass
female,group D,associate's degree,standard,completed,57,78,79,214,False,True,True,False,71.33333333333333,C,Pass
male,group C,associate's degree,standard,completed,73,78,72,223,True,True,True,True,74.33333333333333,C,Pass
female,group C,high school,standard,none,76,76,74,226,True,True,True,True,75.33333333333333,C,Pass
male,group E,some college,standard,completed,81,74,71,226,True,True,True,True,75.33333333333333,C,Pass
female,group E,associate's degree,standard,completed,65,75,77,217,True,True,True,True,72.33333333333333,C,Pass
female,group B,associate's degree,free/reduced,completed,68,77,80,225,True,True,True,True,75.0,C,Pass
male,group D,associate's degree,standard,none,81,71,73,225,True,True,True,True,75.0,C,Pass
male,group D,bachelor's degree,standard,none,80,73,72,225,True,True,True,True,75.0,C,Pass
male,group D,associate's degree,standard,none,72,79,74,225,True,True,True,True,75.0,C,Pass
male,group D,high school,standard,none,69,75,71,215,True,True,True,True,71.66666666666667,C,Pass
male,group C,master's degree,free/reduced,completed,79,77,75,231,True,True,True,True,77.0,C,Pass
male,group E,bachelor's degree,free/reduced,completed,70,68,72,210,True,True,True,True,70.0,C,Pass
male,group B,some college,standard,completed,69,77,77,223,True,True,True,True,74.33333333333333,C,Pass
female,group B,high school,standard,none,74,72,72,218,True,True,True,True,72.66666666666667,C,Pass
female,group C,high school,standard,completed,58,75,77,210,False,True,True,False,70.0,C,Pass
female,group D,some high school,standard,none,68,71,75,214,True,True,True,True,71.33333333333333,C,Pass
male,group D,bachelor's degree,standard,none,75,73,74,222,True,True,True,True,74.0,C,Pass
female,group C,bachelor's degree,free/reduced,none,62,78,79,219,True,True,True,True,73.0,C,Pass
female,group A,some college,standard,completed,72,79,82,233,True,True,True,True,77.66666666666667,C,Pass
female,group E,some high school,free/reduced,none,72,79,77,228,True,True,True,True,76.0,C,Pass
male,group D,high school,standard,none,70,70,70,210,True,True,True,True,70.0,C,Pass
female,group E,associate's degree,free/reduced,none,70,84,81,235,True,True,True,True,78.33333333333333,C,Pass
male,group C,some high school,standard,completed,76,80,73,229,True,True,True,True,76.33333333333333,C,Pass
female,group C,some college,standard,none,73,76,78,227,True,True,True,True,75.66666666666667,C,Pass
male,group A,some college,free/reduced,none,75,81,74,230,True,True,True,True,76.66666666666667,C,Pass
female,group D,some college,free/reduced,none,64,74,75,213,True,True,True,True,71.0,C,Pass
female,group C,high school,standard,none,72,80,83,235,True,True,True,True,78.33333333333333,C,Pass
female,group C,some high school,standard,none,65,69,76,210,True,True,True,True,70.0,C,Pass
female,group D,some high school,free/reduced,completed,69,86,81,236,True,True,True,True,78.66666666666667,C,Pass
female,group A,high school,standard,completed,75,82,79,236,True,True,True,True,78.66666666666667,C,Pass
female,group C,associate's degree,standard,none,66,77,73,216,True,True,True,True,72.0,C,Pass
male,group B,some college,free/reduced,completed,74,77,76,227,True,True,True,True,75.66666666666667,C,Pass
male,group D,associate's degree,standard,none,80,75,69,224,True,True,True,True,74.66666666666667,C,Pass
male,group E,some high school,standard,none,82,67,61,210,True,True,True,True,70.0,C,Pass
female,group C,bachelor's degree,standard,none,65,79,81,225,True,True,True,True,75.0,C,Pass
male,group C,associate's degree,free/reduced,none,87,73,72,232,True,True,True,True,77.33333333333333,C,Pass
female,group C,some college,standard,completed,71,71,80,222,True,True,True,True,74.0,C,Pass
male,group E,associate's degree,free/reduced,completed,78,74,72,224,True,True,True,True,74.66666666666667,C,Pass
female,group C,some college,standard,completed,70,72,76,218,True,True,True,True,72.66666666666667,C,Pass
male,group C,some college,free/reduced,none,80,64,66,210,True,True,True,True,70.0,C,Pass
female,group D,some high school,standard,none,59,72,80,211,False,True,True,False,70.33333333333333,C,Pass
female,group D,associate's degree,standard,none,64,76,74,214,True,True,True,True,71.33333333333333,C,Pass
female,group E,bachelor's degree,standard,completed,71,70,70,211,True,True,True,True,70.33333333333333,C,Pass
female,group C,associate's degree,standard,completed,62,76,80,218,True,True,True,True,72.66666666666667,C,Pass
male,group D,some high school,standard,completed,88,74,75,237,True,True,True,True,79.0,C,Pass
female,group B,some high school,free/reduced,completed,63,78,79,220,True,True,True,True,73.33333333333333,C,Pass
female,group D,some high school,standard,completed,65,78,82,225,True,True,True,True,75.0,C,Pass
female,group C,master's degree,standard,none,73,78,74,225,True,True,True,True,75.0,C,Pass
female,group D,some high school,free/reduced,none,67,84,84,235,True,True,True,True,78.33333333333333,C,Pass
female,group C,bachelor's degree,free/reduced,none,67,75,72,214,True,True,True,True,71.33333333333333,C,Pass
female,group A,some college,standard,none,69,84,82,235,True,True,True,True,78.33333333333333,C,Pass
female,group C,associate's degree,standard,completed,57,77,80,214,False,True,True,False,71.33333333333333,C,Pass
male,group D,high school,free/reduced,none,74,70,69,213,True,True,True,True,71.0,C,Pass
male,group C,some college,free/reduced,completed,67,74,70,211,True,True,True,True,70.33333333333333,C,Pass
male,group C,bachelor's degree,free/reduced,completed,70,75,74,219,True,True,True,True,73.0,C,Pass
male,group D,some high school,standard,completed,77,68,69,214,True,True,True,True,71.33333333333333,C,Pass
male,group C,master's degree,free/reduced,completed,72,66,72,210,True,True,True,True,70.0,C,Pass
male,group C,high school,standard,none,81,66,64,211,True,True,True,True,70.33333333333333,C,Pass
female,group D,some college,standard,completed,75,77,83,235,True,True,True,True,78.33333333333333,C,Pass
female,group E,some high school,free/reduced,none,74,74,72,220,True,True,True,True,73.33333333333333,C,Pass
male,group C,high school,standard,none,75,81,71,227,True,True,True,True,75.66666666666667,C,Pass
female,group C,some high school,free/reduced,completed,65,76,75,216,True,True,True,True,72.0,C,Pass
female,group E,associate's degree,standard,none,68,76,67,211,True,True,True,True,70.33333333333333,C,Pass
female,group B,bachelor's degree,standard,none,75,84,80,239,True,True,True,True,79.66666666666667,C,Pass
male,group C,some high school,standard,completed,78,72,69,219,True,True,True,True,73.0,C,Pass
female,group C,some college,standard,completed,64,82,77,223,True,True,True,True,74.33333333333333,C,Pass
male,group D,some high school,standard,none,81,78,78,237,True,True,True,True,79.0,C,Pass
female,group C,some high school,standard,none,74,75,82,231,True,True,True,True,77.0,C,Pass
male,group E,some high school,standard,completed,81,75,76,232,True,True,True,True,77.33333333333333,C,Pass
female,group D,some college,free/reduced,completed,67,86,83,236,True,True,True,True,78.66666666666667,C,Pass
female,group B,some high school,standard,completed,65,82,78,225,True,True,True,True,75.0,C,Pass
female,group D,some college,standard,completed,68,78,77,223,True,True,True,True,74.33333333333333,C,Pass
