gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,total_score,pass_math,pass_reading,pass_writing,pass_overall,average_score,Grade,Result
male,group C,some high school,standard,completed,63,60,57,180,True,True,False,False,60.0,D,Pass
male,group B,associate's degree,free/reduced,none,67,62,60,189,True,True,True,True,63.0,D,Pass
male,group A,some college,standard,none,69,67,69,205,True,True,True,True,68.33333333333333,D,Pass
female,group B,associate's degree,free/reduced,none,53,71,67,191,False,True,True,False,63.666666666666664,D,Pass
male,group B,bachelor's degree,standard,none,66,60,57,183,True,True,False,False,61.0,D,Pass
male,group D,bachelor's degree,standard,completed,67,61,68,196,True,True,True,True,65.33333333333333,D,Pass
female,group C,associate's degree,free/reduced,completed,68,67,69,204,True,True,True,True,68.0,D,Pass
female,group C,bachelor's degree,standard,completed,59,64,75,198,False,True,True,False,66.0,D,Pass
male,group C,high school,standard,none,71,66,65,202,True,True,True,True,67.33333333333333,D,Pass
male,group B,bachelor's degree,standard,none,63,71,69,203,True,True,True,True,67.66666666666667,D,Pass
female,group D,associate's degree,free/reduced,none,56,65,63,184,False,True,True,False,61.333333333333336,D,Pass
male,group C,some college,standard,none,61,61,62,184,True,True,True,True,61.333333333333336,D,Pass
male,group C,high school,standard,none,71,60,61,192,True,True,True,True,64.0,D,Pass
female,group B,some college,free/reduced,none,61,68,66,195,True,True,True,True,65.0,D,Pass
female,group C,high school,standard,none,61,73,63,197,True,True,True,True,65.66666666666667,D,Pass
male,group D,associate's degree,standard,completed,67,72,67,206,True,True,True,True,68.66666666666667,D,Pass
male,group B,some college,standard,none,62,61,57,180,True,True,False,False,60.0,D,Pass
female,group B,bachelor's degree,standard,none,52,65,69,186,False,True,True,False,62.0,D,Pass
female,group C,some college,standard,none,59,71,70,200,False,True,True,False,66.66666666666667,D,Pass
female,group B,bachelor's degree,standard,none,61,72,70,203,True,True,True,True,67.66666666666667,D,Pass
male,group A,associate's degree,standard,none,63,61,61,185,True,True,True,True,61.666666666666664,D,Pass
male,group D,some college,free/reduced,none,59,62,61,182,False,True,True,False,60.666666666666664,D,Pass
male,group C,high school,standard,completed,69,58,53,180,True,False,False,False,60.0,D,Pass
male,group C,bachelor's degree,free/reduced,none,61,66,61,188,True,True,True,True,62.666666666666664,D,Pass
female,group D,bachelor's degree,standard,none,59,70,73,202,False,True,True,False,67.33333333333333,D,Pass
male,group A,bachelor's degree,standard,none,66,64,62,192,True,True,True,True,64.0,D,Pass
female,group E,bachelor's degree,standard,none,64,73,70,207,True,True,True,True,69.0,D,Pass
female,group C,associate's degree,free/reduced,none,57,78,67,202,False,True,True,False,67.33333333333333,D,Pass
female,group D,high school,standard,none,62,64,64,190,True,True,True,True,63.333333333333336,D,Pass
male,group E,some high school,free/reduced,completed,73,67,59,199,True,True,False,False,66.33333333333333,D,Pass
female,group B,high school,free/reduced,none,50,67,63,180,False,True,True,False,60.0,D,Pass
male,group B,some high school,standard,none,74,63,57,194,True,True,False,False,64.66666666666667,D,Pass
female,group C,some high school,standard,completed,59,54,67,180,False,False,True,False,60.0,D,Pass
female,group C,some high school,standard,none,63,73,68,204,True,True,True,True,68.0,D,Pass
male,group B,associate's degree,standard,completed,65,65,63,193,True,True,True,True,64.33333333333333,D,Pass
male,group D,associate's degree,standard,none,71,66,60,197,True,True,True,True,65.66666666666667,D,Pass
male,group B,some high school,standard,completed,63,67,67,197,True,True,True,True,65.66666666666667,D,Pass
female,group C,bachelor's degree,free/reduced,completed,51,72,79,202,False,True,True,False,67.33333333333333,D,Pass
male,group D,some college,standard,none,68,59,62,189,True,False,True,False,63.0,D,Pass
female,group C,some college,free/reduced,none,62,67,62,191,True,True,True,True,63.666666666666664,D,Pass
male,group C,some high school,free/reduced,none,69,71,65,205,True,True,True,True,68.33333333333333,D,Pass
male,group C,some high school,free/reduced,none,68,63,54,185,True,True,False,False,61.666666666666664,D,Pass
male,group C,associate's degree,free/reduced,none,64,66,59,189,True,True,False,False,63.0,D,Pass
female,group C,high school,standard,none,61,72,70,203,True,True,True,True,67.66666666666667,D,Pass
male,group C,some high school,standard,none,73,66,66,205,True,True,True,True,68.33333333333333,D,Pass
male,group D,associate's degree,standard,none,75,68,64,207,True,True,True,True,69.0,D,Pass
female,group A,some high school,free/reduced,none,59,73,69,201,False,True,True,False,67.0,D,Pass
male,group D,some college,free/reduced,none,69,66,60,195,True,True,True,True,65.0,D,Pass
male,group B,high school,standard,completed,72,65,68,205,True,True,True,True,68.33333333333333,D,Pass
male,group A,bachelor's degree,standard,completed,75,58,62,195,True,False,True,False,65.0,D,Pass
male,group A,high school,free/reduced,completed,72,67,65,204,True,True,True,True,68.0,D,Pass
female,group C,high school,standard,none,63,69,74,206,True,True,True,True,68.66666666666667,D,Pass
female,group D,some high school,standard,none,59,67,61,187,False,True,True,False,62.333333333333336,D,Pass
male,group E,bachelor's degree,standard,completed,76,62,66,204,True,True,True,True,68.0,D,Pass
female,group D,master's degree,standard,none,55,64,70,189,False,True,True,False,63.0,D,Pass
male,group C,some college,free/reduced,none,68,68,61,197,True,True,True,True,65.66666666666667,D,Pass
female,group C,associate's degree,free/reduced,none,60,75,74,209,True,True,True,True,69.66666666666667,D,Pass
female,group C,associate's degree,standard,none,64,64,70,198,True,True,True,True,66.0,D,Pass
female,group B,high school,standard,none,54,64,68,186,False,True,True,False,62.0,D,Pass
male,group D,high school,standard,completed,68,64,66,198,True,True,True,True,66.0,D,Pass
female,group B,some high school,standard,none,66,69,68,203,True,True,True,True,67.66666666666667,D,Pass
male,group A,high school,standard,none,68,70,66,204,True,True,True,True,68.0,D,Pass
male,group D,bachelor's degree,standard,none,69,58,57,184,True,False,False,False,61.333333333333336,D,Pass
male,group E,some college,standard,none,68,60,59,187,True,True,False,False,62.333333333333336,D,Pass
female,group C,associate's degree,standard,none,62,74,70,206,True,True,True,True,68.66666666666667,D,Pass
female,group C,associate's degree,standard,completed,68,67,73,208,True,True,True,True,69.33333333333333,D,Pass
male,group E,associate's degree,standard,completed,62,61,58,181,True,True,False,False,60.333333333333336,D,Pass
female,group D,master's degree,standard,none,64,63,66,193,True,True,True,True,64.33333333333333,D,Pass
male,group C,high school,standard,completed,72,67,64,203,True,True,True,True,67.66666666666667,D,Pass
female,group C,high school,free/reduced,none,62,67,64,193,True,True,True,True,64.33333333333333,D,Pass
male,group D,some college,free/reduced,none,77,62,64,203,True,True,True,True,67.66666666666667,D,Pass
female,group C,associate's degree,standard,completed,55,72,79,206,False,True,True,False,68.66666666666667,D,Pass
male,group C,master's degree,free/reduced,none,61,67,66,194,True,True,True,True,64.66666666666667,D,Pass
female,group B,associate's degree,free/reduced,none,53,70,70,193,False,True,True,False,64.33333333333333,D,Pass
male,group D,some high school,standard,none,73,66,62,201,True,True,True,True,67.0,D,Pass
male,group D,bachelor's degree,free/reduced,none,68,68,67,203,True,True,True,True,67.66666666666667,D,Pass
female,group C,high school,free/reduced,completed,50,66,64,180,False,True,True,False,60.0,D,Pass
female,group D,master's degree,standard,none,53,61,68,182,False,True,True,False,60.666666666666664,D,Pass
female,group A,high school,standard,none,55,73,73,201,False,True,True,False,67.0,D,Pass
female,group C,some college,standard,none,54,64,65,183,False,True,True,False,61.0,D,Pass
male,group A,some high school,standard,none,71,62,50,183,True,True,False,False,61.0,D,Pass
male,group E,bachelor's degree,standard,none,68,68,64,200,True,True,True,True,66.66666666666667,D,Pass
female,group C,bachelor's degree,standard,completed,56,79,72,207,False,True,True,False,69.0,D,Pass
male,group C,some high school,standard,none,75,72,62,209,True,True,True,True,69.66666666666667,D,Pass
female,group E,some college,standard,none,61,64,62,187,True,True,True,True,62.333333333333336,D,Pass
female,group B,associate's degree,standard,none,58,63,65,186,False,True,True,False,62.0,D,Pass
male,group D,some college,free/reduced,completed,69,60,63,192,True,True,True,True,64.0,D,Pass
female,group C,some college,standard,none,58,59,66,183,False,False,True,False,61.0,D,Pass
female,group C,high school,standard,none,60,68,72,200,True,True,True,True,66.66666666666667,D,Pass
male,group C,associate's degree,free/reduced,completed,65,73,68,206,True,True,True,True,68.66666666666667,D,Pass
male,group B,bachelor's degree,free/reduced,none,62,63,56,181,True,True,False,False,60.333333333333336,D,Pass
female,group E,bachelor's degree,free/reduced,none,61,58,62,181,True,False,True,False,60.333333333333336,D,Pass
male,group B,associate's degree,free/reduced,completed,69,70,63,202,True,True,True,True,67.33333333333333,D,Pass
male,group D,some college,standard,none,67,64,70,201,True,True,True,True,67.0,D,Pass
male,group B,high school,standard,none,79,60,65,204,True,True,True,True,68.0,D,Pass
male,group A,high school,standard,none,71,74,64,209,True,True,True,True,69.66666666666667,D,Pass
male,group B,high school,standard,none,70,65,60,195,True,True,True,True,65.0,D,Pass
female,group D,associate's degree,standard,none,59,70,65,194,False,True,True,False,64.66666666666667,D,Pass
female,group E,high school,free/reduced,none,64,62,68,194,True,True,True,True,64.66666666666667,D,Pass
female,group A,associate's degree,standard,completed,65,70,74,209,True,True,True,True,69.66666666666667,D,Pass
female,group B,some college,standard,none,62,67,67,196,True,True,True,True,65.33333333333333,D,Pass
male,group C,associate's degree,free/reduced,none,77,67,64,208,True,True,True,True,69.33333333333333,D,Pass
male,group D,some high school,standard,none,69,66,61,196,True,True,True,True,65.33333333333333,D,Pass
male,group C,some high school,standard,none,73,66,63,202,True,True,True,True,67.33333333333333,D,Pass
female,group D,some college,free/reduced,none,55,71,69,195,False,True,True,False,65.0,D,Pass
female,group C,high school,standard,none,65,69,67,201,True,True,True,True,67.0,D,Pass
male,group D,associate's degree,standard,none,80,63,63,206,True,True,True,True,68.66666666666667,D,Pass
female,group C,some college,free/reduced,completed,63,73,71,207,True,True,True,True,69.0,D,Pass
male,group C,some college,standard,none,73,74,61,208,True,True,True,True,69.33333333333333,D,Pass
female,group B,some college,standard,completed,50,64,66,180,False,True,True,False,60.0,D,Pass
male,group D,some college,free/reduced,none,63,61,60,184,True,True,True,True,61.333333333333336,D,Pass
male,group B,high school,standard,none,60,68,60,188,True,True,True,True,62.666666666666664,D,Pass
male,group B,some college,standard,completed,62,66,68,196,True,True,True,True,65.33333333333333,D,Pass
female,group A,bachelor's degree,standard,none,59,72,70,201,False,True,True,False,67.0,D,Pass
male,group C,high school,free/reduced,none,66,66,59,191,True,True,False,False,63.666666666666664,D,Pass
female,group B,some high school,standard,none,57,67,72,196,False,True,True,False,65.33333333333333,D,Pass
female,group D,some college,standard,none,63,64,67,194,True,True,True,True,64.66666666666667,D,Pass
female,group B,some high school,free/reduced,completed,59,63,64,186,False,True,True,False,62.0,D,Pass
male,group A,bachelor's degree,free/reduced,none,62,72,65,199,True,True,True,True,66.33333333333333,D,Pass
female,group B,some high school,standard,completed,60,70,74,204,True,True,True,True,68.0,D,Pass
female,group C,some college,free/reduced,none,62,72,70,204,True,True,True,True,68.0,D,Pass
male,group C,master's degree,standard,none,67,57,59,183,True,False,False,False,61.0,D,Pass
female,group B,some college,free/reduced,completed,53,66,73,192,False,True,True,False,64.0,D,Pass
female,group C,associate's degree,standard,completed,59,73,72,204,False,True,True,False,68.0,D,Pass
male,group C,some college,standard,none,69,64,68,201,True,True,True,True,67.0,D,Pass
male,group D,some high school,standard,completed,71,69,68,208,True,True,True,True,69.33333333333333,D,Pass
male,group E,some college,standard,none,68,72,65,205,True,True,True,True,68.33333333333333,D,Pass
female,group C,high school,free/reduced,none,53,72,64,189,False,True,True,False,63.0,D,Pass
female,group B,high school,standard,none,62,62,63,187,True,True,True,True,62.333333333333336,D,Pass
male,group D,some college,standard,none,60,63,59,182,True,True,False,False,60.666666666666664,D,Pass
male,group B,high school,standard,completed,76,62,60,198,True,True,True,True,66.0,D,Pass
female,group B,some high school,free/reduced,completed,52,67,72,191,False,True,True,False,63.666666666666664,D,Pass
male,group B,some college,standard,none,66,65,60,191,True,True,True,True,63.666666666666664,D,Pass
female,group B,high school,standard,none,66,72,70,208,True,True,True,True,69.33333333333333,D,Pass
male,group C,associate's degree,free/reduced,none,68,65,61,194,True,True,True,True,64.66666666666667,D,Pass
female,group D,some college,free/reduced,none,60,66,70,196,True,True,True,True,65.33333333333333,D,Pass
male,group D,high school,free/reduced,none,66,74,69,209,True,True,True,True,69.66666666666667,D,Pass
female,group E,associate's degree,free/reduced,completed,57,68,73,198,False,True,True,False,66.0,D,Pass
male,group E,some college,standard,none,69,60,54,183,True,True,False,False,61.0,D,Pass
male,group C,some high school,standard,completed,67,73,68,208,True,True,True,True,69.33333333333333,D,Pass
female,group C,master's degree,standard,completed,54,64,67,185,False,True,True,False,61.666666666666664,D,Pass
male,group D,bachelor's degree,free/reduced,completed,61,70,76,207,True,True,True,True,69.0,D,Pass
female,group B,high school,free/reduced,none,60,72,68,200,True,True,True,True,66.66666666666667,D,Pass
male,group C,high school,standard,none,62,67,58,187,True,True,False,False,62.333333333333336,D,Pass
female,group C,associate's degree,free/reduced,completed,56,68,70,194,False,True,True,False,64.66666666666667,D,Pass
male,group A,bachelor's degree,standard,none,64,60,58,182,True,True,False,False,60.666666666666664,D,Pass
female,group C,high school,standard,completed,60,64,74,198,True,True,True,True,66.0,D,Pass
male,group E,high school,standard,none,73,64,57,194,True,True,False,False,64.66666666666667,D,Pass
female,group C,high school,standard,none,59,72,68,199,False,True,True,False,66.33333333333333,D,Pass
male,group C,master's degree,standard,none,71,67,67,205,True,True,True,True,68.33333333333333,D,Pass
female,group A,high school,standard,none,61,68,63,192,True,True,True,True,64.0,D,Pass
male,group C,some high school,standard,none,62,64,55,181,True,True,False,False,60.333333333333336,D,Pass
male,group B,some college,free/reduced,none,75,68,65,208,True,True,True,True,69.33333333333333,D,Pass
male,group C,bachelor's degree,standard,completed,63,64,66,193,True,True,True,True,64.33333333333333,D,Pass
female,group B,high school,free/reduced,none,64,73,71,208,True,True,True,True,69.33333333333333,D,Pass
male,group C,high school,free/reduced,none,54,72,59,185,False,True,False,False,61.666666666666664,D,Pass
female,group D,some college,free/reduced,none,69,65,74,208,True,True,True,True,69.33333333333333,D,Pass
female,group A,master's degree,free/reduced,none,50,67,73,190,False,True,True,False,63.333333333333336,D,Pass
female,group E,associate's degree,standard,none,59,62,69,190,False,True,True,False,63.333333333333336,D,Pass
male,group D,associate's degree,standard,completed,67,54,63,184,True,False,True,False,61.333333333333336,D,Pass
male,group E,bachelor's degree,standard,completed,70,64,70,204,True,True,True,True,68.0,D,Pass
female,group E,some college,standard,none,68,70,66,204,True,True,True,True,68.0,D,Pass
male,group D,high school,free/reduced,none,69,70,67,206,True,True,True,True,68.66666666666667,D,Pass
male,group D,high school,standard,none,72,66,66,204,True,True,True,True,68.0,D,Pass
female,group B,associate's degree,free/reduced,none,54,65,65,184,False,True,True,False,61.333333333333336,D,Pass
male,group E,some high school,standard,completed,74,64,60,198,True,True,True,True,66.0,D,Pass
female,group D,high school,free/reduced,completed,65,61,71,197,True,True,True,True,65.66666666666667,D,Pass
male,group D,some college,free/reduced,none,62,57,62,181,True,False,True,False,60.333333333333336,D,Pass
male,group D,associate's degree,free/reduced,completed,61,71,73,205,True,True,True,True,68.33333333333333,D,Pass
male,group D,some college,free/reduced,none,70,63,58,191,True,True,False,False,63.666666666666664,D,Pass
male,group A,some high school,free/reduced,completed,61,62,61,184,True,True,True,True,61.333333333333336,D,Pass
female,group B,high school,standard,none,58,68,61,187,False,True,True,False,62.333333333333336,D,Pass
female,group E,high school,free/reduced,completed,57,75,73,205,False,True,True,False,68.33333333333333,D,Pass
female,group C,some college,standard,none,62,69,69,200,True,True,True,True,66.66666666666667,D,Pass
male,group E,associate's degree,standard,none,72,57,62,191,True,False,True,False,63.666666666666664,D,Pass
male,group D,some college,standard,none,72,57,58,187,True,False,False,False,62.333333333333336,D,Pass
female,group D,some college,standard,none,62,70,72,204,True,True,True,True,68.0,D,Pass
male,group A,some high school,standard,completed,66,68,64,198,True,True,True,True,66.0,D,Pass
male,group C,some college,standard,none,63,63,60,186,True,True,True,True,62.0,D,Pass
female,group A,some college,standard,none,54,63,67,184,False,True,True,False,61.333333333333336,D,Pass
male,group B,some college,free/reduced,completed,60,62,60,182,True,True,True,True,60.666666666666664,D,Pass
male,group C,associate's degree,standard,none,62,65,58,185,True,True,False,False,61.666666666666664,D,Pass
female,group D,associate's degree,free/reduced,none,55,76,76,207,False,True,True,False,69.0,D,Pass
female,group D,bachelor's degree,free/reduced,none,62,72,74,208,True,True,True,True,69.33333333333333,D,Pass
male,group A,high school,standard,none,63,63,62,188,True,True,True,True,62.666666666666664,D,Pass
female,group C,high school,free/reduced,completed,59,71,65,195,False,True,True,False,65.0,D,Pass
