gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,total_score,pass_math,pass_reading,pass_writing,pass_overall,average_score,Grade,Result
male,group C,some college,free/reduced,completed,50,48,53,151,False,False,False,False,50.333333333333336,F,Pass
male,group D,associate's degree,free/reduced,none,53,54,48,155,False,False,False,False,51.666666666666664,F,Pass
male,group B,some college,free/reduced,none,54,54,45,153,False,False,False,False,51.0,F,Fail
male,group A,high school,standard,none,59,52,46,157,False,False,False,False,52.333333333333336,F,Pass
female,group B,associate's degree,standard,none,49,52,54,155,False,False,False,False,51.666666666666664,F,Pass
male,group D,some college,free/reduced,none,61,47,56,164,True,False,False,False,54.666666666666664,F,Pass
female,group C,some college,standard,none,54,48,52,154,False,False,False,False,51.333333333333336,F,Pass
female,group D,master's degree,free/reduced,none,40,59,54,153,False,False,False,False,51.0,F,Fail
male,group D,some high school,free/reduced,none,62,49,52,163,True,False,False,False,54.333333333333336,F,Pass
male,group C,master's degree,free/reduced,none,54,59,50,163,False,False,False,False,54.333333333333336,F,Pass
male,group C,high school,standard,completed,53,52,49,154,False,False,False,False,51.333333333333336,F,Pass
female,group C,some high school,standard,none,47,54,53,154,False,False,False,False,51.333333333333336,F,Pass
male,group B,bachelor's degree,free/reduced,none,48,51,46,145,False,False,False,False,48.333333333333336,F,Pass
male,group A,associate's degree,free/reduced,completed,40,55,53,148,False,False,False,False,49.333333333333336,F,Fail
male,group A,some college,standard,completed,61,51,52,164,True,False,False,False,54.666666666666664,F,Pass
female,group B,some college,free/reduced,completed,48,56,58,162,False,False,False,False,54.0,F,Pass
male,group A,some high school,standard,none,53,54,48,155,False,False,False,False,51.666666666666664,F,Pass
female,group C,master's degree,free/reduced,none,40,58,54,152,False,False,False,False,50.666666666666664,F,Fail
male,group C,high school,free/reduced,completed,58,51,52,161,False,False,False,False,53.666666666666664,F,Pass
male,group D,associate's degree,standard,none,61,48,46,155,True,False,False,False,51.666666666666664,F,Pass
male,group D,some college,free/reduced,none,49,57,46,152,False,False,False,False,50.666666666666664,F,Pass
female,group C,some high school,standard,completed,44,51,55,150,False,False,False,False,50.0,F,Fail
male,group D,high school,standard,none,41,52,51,144,False,False,False,False,48.0,F,Fail
female,group B,high school,standard,none,50,53,55,158,False,False,False,False,52.666666666666664,F,Pass
male,group C,some high school,free/reduced,completed,51,56,53,160,False,False,False,False,53.333333333333336,F,Pass
female,group D,associate's degree,free/reduced,none,43,60,58,161,False,True,False,False,53.666666666666664,F,Fail
male,group D,associate's degree,free/reduced,none,52,57,50,159,False,False,False,False,53.0,F,Pass
male,group A,high school,free/reduced,none,53,58,44,155,False,False,False,False,51.666666666666664,F,Fail
female,group C,associate's degree,standard,none,49,53,53,155,False,False,False,False,51.666666666666664,F,Pass
female,group D,associate's degree,free/reduced,completed,42,61,58,161,False,True,False,False,53.666666666666664,F,Fail
male,group B,some college,free/reduced,none,55,55,47,157,False,False,False,False,52.333333333333336,F,Pass
female,group D,some high school,standard,none,48,58,54,160,False,False,False,False,53.333333333333336,F,Pass
male,group B,high school,standard,none,52,48,49,149,False,False,False,False,49.666666666666664,F,Pass
female,group B,some high school,free/reduced,none,49,58,55,162,False,False,False,False,54.0,F,Pass
female,group D,associate's degree,free/reduced,none,46,56,57,159,False,False,False,False,53.0,F,Pass
female,group B,high school,standard,none,42,52,51,145,False,False,False,False,48.333333333333336,F,Fail
female,group C,associate's degree,standard,none,52,55,57,164,False,False,False,False,54.666666666666664,F,Pass
male,group B,bachelor's degree,standard,none,59,54,51,164,False,False,False,False,54.666666666666664,F,Pass
male,group A,high school,free/reduced,none,45,47,49,141,False,False,False,False,47.0,F,Fail
male,group E,some college,free/reduced,completed,49,52,51,152,False,False,False,False,50.666666666666664,F,Pass
female,group C,some high school,free/reduced,none,48,58,52,158,False,False,False,False,52.666666666666664,F,Pass
male,group B,some college,standard,none,58,50,45,153,False,False,False,False,51.0,F,Fail
male,group B,high school,standard,completed,52,49,46,147,False,False,False,False,49.0,F,Pass
male,group C,high school,free/reduced,none,59,53,52,164,False,False,False,False,54.666666666666664,F,Pass
male,group C,associate's degree,free/reduced,none,49,51,51,151,False,False,False,False,50.333333333333336,F,Pass
male,group B,high school,standard,none,59,58,47,164,False,False,False,False,54.666666666666664,F,Pass
male,group D,bachelor's degree,free/reduced,none,55,46,44,145,False,False,False,False,48.333333333333336,F,Fail
female,group E,associate's degree,standard,none,51,51,54,156,False,False,False,False,52.0,F,Pass
male,group D,high school,free/reduced,none,44,51,48,143,False,False,False,False,47.666666666666664,F,Fail
male,group B,high school,standard,none,57,48,51,156,False,False,False,False,52.0,F,Pass
female,group B,associate's degree,free/reduced,none,46,61,55,162,False,True,False,False,54.0,F,Pass
female,group C,high school,standard,none,44,61,52,157,False,True,False,False,52.333333333333336,F,Fail
female,group C,some high school,free/reduced,none,48,56,51,155,False,False,False,False,51.666666666666664,F,Pass
male,group B,some high school,free/reduced,completed,49,50,52,151,False,False,False,False,50.333333333333336,F,Pass
male,group C,high school,standard,completed,58,52,54,164,False,False,False,False,54.666666666666664,F,Pass
female,group D,some high school,free/reduced,none,48,54,53,155,False,False,False,False,51.666666666666664,F,Pass
female,group A,high school,free/reduced,completed,53,50,60,163,False,False,True,False,54.333333333333336,F,Pass
male,group A,high school,standard,none,57,51,54,162,False,False,False,False,54.0,F,Pass
female,group C,associate's degree,standard,none,40,59,51,150,False,False,False,False,50.0,F,Fail
